date,open,high,low,close
2026-01-05,13740.0,13800.0,13710.0,13770.0
2026-01-06,13755.0,13900.0,13750.0,13890.0
2026-01-07,13905.0,13990.0,13825.0,13875.0
2026-01-08,13865.0,13920.0,13755.0,13785.0
2026-01-09,13795.0,13865.0,13720.0,13745.0
2026-01-12,13720.0,13780.0,13685.0,13705.0
2026-01-13,13685.0,13750.0,13650.0,13660.0
2026-01-14,13680.0,13810.0,13645.0,13760.0
2026-01-15,13775.0,13780.0,13705.0,13715.0
2026-01-16,13715.0,13735.0,13645.0,13655.0
2026-01-19,13710.0,13710.0,13360.0,13445.0
2026-01-20,13415.0,13465.0,13360.0,13415.0
2026-01-21,13415.0,13415.0,13375.0,13390.0
2026-01-22,13400.0,13455.0,13390.0,13430.0
2026-01-23,13435.0,13435.0,13360.0,13360.0
2026-01-26,13350.0,13365.0,13305.0,13335.0
2026-01-27,13300.0,13365.0,13255.0,13305.0
2026-01-28,13290.0,13360.0,13235.0,13285.0
2026-01-29,13260.0,13305.0,13195.0,13220.0
2026-01-30,13210.0,13260.0,13175.0,13235.0
2026-02-02,13235.0,13295.0,13075.0,13090.0
2026-02-03,13105.0,13135.0,12935.0,12960.0
2026-02-04,12970.0,13165.0,12950.0,13130.0
2026-02-05,13165.0,13165.0,13000.0,13030.0
2026-02-06,13015.0,13060.0,12955.0,13025.0
2026-02-09,13000.0,13025.0,12940.0,13010.0
2026-02-10,13010.0,13050.0,12980.0,13030.0
2026-02-11,13030.0,13220.0,13020.0,13150.0
2026-02-12,13140.0,13185.0,13095.0,13160.0
2026-02-13,13155.0,13155.0,13035.0,13065.0
2026-02-24,13025.0,13105.0,12960.0,13040.0
2026-02-25,13070.0,13365.0,13060.0,13265.0
2026-02-26,13290.0,13330.0,13230.0,13280.0
2026-02-27,13310.0,13470.0,13310.0,13465.0
2026-03-02,13460.0,13460.0,13040.0,13255.0
2026-03-03,13255.0,13335.0,13185.0,13305.0
2026-03-04,13305.0,13375.0,13265.0,13305.0
2026-03-05,13300.0,13500.0,13295.0,13490.0
2026-03-06,13450.0,13530.0,13295.0,13380.0
2026-03-09,13400.0,13615.0,13345.0,13400.0
2026-03-10,13375.0,13405.0,13220.0,13350.0
2026-03-11,13390.0,13405.0,13290.0,13345.0
2026-03-12,13345.0,13405.0,13300.0,13320.0
2026-03-13,13350.0,13400.0,13310.0,13370.0
2026-03-16,13370.0,13385.0,13315.0,13320.0
2026-03-17,13330.0,13350.0,13245.0,13295.0
2026-03-18,13280.0,13325.0,12860.0,12865.0
2026-03-19,12840.0,12925.0,12570.0,12710.0
2026-03-20,12730.0,12935.0,12695.0,12805.0
2026-03-23,12725.0,12920.0,12610.0,12725.0
2026-03-24,12735.0,12905.0,12720.0,12905.0
2026-03-25,12890.0,13070.0,12885.0,13010.0
2026-03-26,13000.0,13050.0,12875.0,12955.0
2026-03-27,12965.0,12985.0,12765.0,12905.0
2026-03-30,12885.0,12935.0,12640.0,12645.0
2026-03-31,12675.0,12675.0,12170.0,12180.0
2026-04-01,12185.0,12345.0,12020.0,12250.0
2026-04-02,12175.0,12345.0,12175.0,12190.0
2026-04-03,12210.0,12265.0,12080.0,12105.0
2026-04-07,12080.0,12130.0,11850.0,12025.0
2026-04-08,12010.0,12280.0,12010.0,12160.0
2026-04-09,12170.0,12225.0,12055.0,12205.0
2026-04-10,12205.0,12375.0,12190.0,12240.0
2026-04-13,12180.0,12380.0,12100.0,12270.0
2026-04-14,12300.0,12470.0,12235.0,12390.0
2026-04-15,12390.0,12630.0,12345.0,12570.0
2026-04-16,12500.0,12625.0,12425.0,12590.0
2026-04-17,12590.0,12600.0,12460.0,12580.0
2026-04-20,12655.0,12785.0,12570.0,12620.0
2026-04-21,12610.0,12615.0,12470.0,12470.0
2026-04-22,12485.0,12680.0,12445.0,12650.0
2026-04-23,12660.0,12760.0,12645.0,12735.0
2026-04-24,12765.0,12820.0,12655.0,12765.0
2026-04-27,12700.0,12835.0,12660.0,12725.0
2026-04-28,12740.0,13055.0,12680.0,12940.0
2026-04-29,12910.0,13155.0,12910.0,13035.0
2026-04-30,13100.0,13400.0,12960.0,13180.0
2026-05-06,13210.0,13295.0,13025.0,13080.0
2026-05-07,13100.0,13100.0,12880.0,12900.0
2026-05-08,12865.0,12945.0,12770.0,12785.0
2026-05-11,12830.0,13005.0,12760.0,12955.0
2026-05-12,12980.0,12995.0,12715.0,12745.0
2026-05-13,12730.0,12885.0,12630.0,12785.0
2026-05-14,12800.0,12885.0,12730.0,12765.0
2026-05-15,12800.0,12800.0,12510.0,12605.0
2026-05-18,12700.0,12700.0,12565.0,12610.0
2026-05-19,12660.0,12860.0,12610.0,12800.0
2026-05-20,12840.0,12870.0,12740.0,12810.0
2026-05-21,12820.0,12930.0,12800.0,12910.0
2026-05-22,12950.0,13055.0,12915.0,12985.0
2026-05-25,12980.0,12990.0,12820.0,12885.0
2026-05-26,12900.0,12920.0,12765.0,12785.0
2026-05-27,12785.0,12820.0,12615.0,12630.0
2026-05-28,12625.0,12730.0,12555.0,12630.0
2026-05-29,12610.0,12695.0,12605.0,12680.0
2026-06-01,12680.0,12765.0,12640.0,12745.0
2026-06-02,12745.0,12760.0,12535.0,12640.0
2026-06-03,12625.0,12860.0,12550.0,12810.0
2026-06-04,12805.0,12845.0,12660.0,12700.0
2026-06-05,12700.0,12775.0,12625.0,12635.0
2026-06-08,12635.0,12650.0,12460.0,12550.0
2026-06-09,12580.0,12720.0,12560.0,12660.0
2026-06-10,12695.0,12810.0,12625.0,12685.0
2026-06-11,12685.0,12780.0,12595.0,12630.0
2026-06-12,12640.0,12980.0,12620.0,12925.0
2026-06-15,13000.0,13130.0,12925.0,13120.0
2026-06-16,13100.0,13110.0,12875.0,12995.0
2026-06-17,12990.0,13030.0,12785.0,12815.0
2026-06-18,12810.0,12830.0,12655.0,12760.0
2026-06-22,12765.0,12845.0,12670.0,12800.0
2026-06-23,12825.0,12915.0,12775.0,12780.0
2026-06-24,12785.0,13000.0,12775.0,12965.0
2026-06-25,12935.0,12960.0,12790.0,12920.0
2026-06-26,12930.0,13095.0,12905.0,13005.0
2026-06-29,13100.0,13250.0,13065.0,13220.0
2026-06-30,13200.0,13240.0,12975.0,13055.0
2026-07-01,13010.0,13210.0,12980.0,13095.0
2026-07-02,13050.0,13165.0,13030.0,13105.0
2026-07-03,13110.0,13150.0,13050.0,13090.0
2026-07-06,13205.0,13305.0,13050.0,13055.0
2026-07-07,13080.0,13100.0,12860.0,12860.0
2026-07-08,12830.0,12960.0,12815.0,12885.0
2026-07-09,12890.0,12965.0,12740.0,12850.0
2026-07-10,12850.0,13010.0,12850.0,12965.0
2026-07-13,12900.0,12900.0,12700.0,12730.0
2026-07-14,12730.0,12875.0,12670.0,12840.0
2026-07-15,12820.0,12860.0,12750.0,12790.0
2026-07-16,12855.0,12890.0,12705.0,12730.0
2026-07-17,12775.0,12775.0,12580.0,12610.0
2026-07-20,12590.0,12590.0,12330.0,12350.0
2026-07-21,12350.0,12435.0,12260.0,12410.0
2026-07-22,12380.0,12460.0,12320.0,12325.0
2026-07-23,12320.0,12410.0,12225.0,12325.0
2026-07-24,12320.0,12355.0,12015.0,12050.0
2026-07-27,12045.0,12250.0,12020.0,12215.0
2026-07-28,12175.0,12190.0,12020.0,12065.0
2026-07-29,12060.0,12150.0,11880.0,12115.0
2026-07-30,12105.0,12105.0,11895.0,11960.0
2026-07-31,12020.0,12030.0,11805.0,11810.0
2026-08-03,11810.0,11845.0,11600.0,11600.0
2026-08-04,11555.0,11875.0,11530.0,11820.0
2026-08-05,11790.0,11970.0,11750.0,11910.0
2026-08-06,11880.0,12145.0,11820.0,12085.0
2026-08-07,12140.0,12180.0,11955.0,12035.0
2026-08-10,12000.0,12200.0,12000.0,12170.0
2026-08-11,12155.0,12215.0,12065.0,12130.0
2026-08-12,12125.0,12145.0,11975.0,12035.0
2026-08-13,12045.0,12320.0,11980.0,12305.0
2026-08-14,12305.0,12370.0,12235.0,12315.0
2026-08-17,12400.0,12495.0,12355.0,12400.0
2026-08-18,12425.0,12560.0,12400.0,12505.0
2026-08-19,12490.0,12490.0,12265.0,12315.0
2026-08-20,12320.0,12345.0,12120.0,12315.0
2026-08-21,12320.0,12375.0,12215.0,12250.0
2026-08-24,12205.0,12205.0,11985.0,12030.0
2026-08-25,12030.0,12050.0,11825.0,11835.0
2026-08-26,11810.0,11890.0,11780.0,11845.0
2026-08-27,11820.0,11940.0,11785.0,11860.0
2026-08-28,11800.0,12100.0,11800.0,12055.0
2026-08-31,12145.0,12150.0,11925.0,11955.0
2026-09-01,11950.0,11950.0,11675.0,11685.0
2026-09-02,11650.0,11800.0,11635.0,11740.0
2026-09-03,11765.0,11865.0,11750.0,11835.0
2026-09-04,11850.0,11950.0,11745.0,11765.0
2026-09-07,11650.0,11830.0,11620.0,11795.0
2026-09-08,11810.0,11895.0,11690.0,11845.0
2026-09-09,11840.0,11855.0,11710.0,11730.0
2026-09-10,11710.0,11755.0,11560.0,11570.0
2026-09-11,11570.0,11630.0,11405.0,11415.0
2026-09-14,11465.0,11630.0,11410.0,11475.0
2026-09-15,11505.0,11525.0,11225.0,11235.0
