date,open,high,low,close
2026-02-25,3328.0,3349.0,3328.0,3328.0
2026-02-26,3320.0,3329.0,3285.0,3295.0
2026-02-27,3298.0,3325.0,3287.0,3320.0
2026-03-02,3312.0,3323.0,3310.0,3321.0
2026-03-03,3312.0,3317.0,3303.0,3309.0
2026-03-04,3307.0,3319.0,3305.0,3315.0
2026-03-05,3310.0,3330.0,3310.0,3319.0
2026-03-06,3315.0,3339.0,3315.0,3332.0
2026-03-09,3347.0,3390.0,3340.0,3350.0
2026-03-10,3345.0,3352.0,3334.0,3350.0
2026-03-11,3370.0,3370.0,3348.0,3366.0
2026-03-12,3368.0,3380.0,3364.0,3372.0
2026-03-13,3379.0,3383.0,3363.0,3368.0
2026-03-16,3368.0,3373.0,3345.0,3354.0
2026-03-17,3346.0,3350.0,3336.0,3338.0
2026-03-18,3342.0,3345.0,3325.0,3329.0
2026-03-19,3333.0,3341.0,3320.0,3325.0
2026-03-20,3333.0,3340.0,3322.0,3335.0
2026-03-23,3339.0,3344.0,3329.0,3344.0
2026-03-24,3340.0,3340.0,3326.0,3333.0
2026-03-25,3329.0,3342.0,3326.0,3338.0
2026-03-26,3338.0,3351.0,3326.0,3341.0
2026-03-27,3341.0,3347.0,3327.0,3341.0
2026-03-30,3335.0,3354.0,3328.0,3354.0
2026-03-31,3353.0,3363.0,3348.0,3356.0
2026-04-01,3362.0,3364.0,3338.0,3353.0
2026-04-02,3356.0,3359.0,3336.0,3346.0
2026-04-03,3349.0,3349.0,3330.0,3339.0
2026-04-07,3335.0,3349.0,3328.0,3338.0
2026-04-08,3336.0,3355.0,3327.0,3345.0
2026-04-09,3350.0,3359.0,3342.0,3357.0
2026-04-10,3355.0,3355.0,3333.0,3339.0
2026-04-13,3335.0,3349.0,3211.0,3269.0
2026-04-14,3260.0,3276.0,3238.0,3269.0
2026-04-15,3265.0,3270.0,3241.0,3260.0
2026-04-16,3251.0,3258.0,3233.0,3240.0
2026-04-17,3250.0,3250.0,3199.0,3210.0
2026-04-20,3210.0,3219.0,3201.0,3218.0
2026-04-21,3214.0,3226.0,3192.0,3198.0
2026-04-22,3198.0,3215.0,3192.0,3199.0
2026-04-23,3202.0,3219.0,3202.0,3218.0
2026-04-24,3218.0,3236.0,3214.0,3232.0
2026-04-27,3230.0,3243.0,3225.0,3232.0
2026-04-28,3227.0,3229.0,3198.0,3206.0
2026-04-29,3208.0,3215.0,3195.0,3200.0
2026-04-30,3203.0,3215.0,3195.0,3204.0
2026-05-06,3200.0,3206.0,3163.0,3166.0
2026-05-07,3170.0,3178.0,3160.0,3162.0
2026-05-08,3164.0,3182.0,3153.0,3155.0
2026-05-11,3170.0,3185.0,3160.0,3182.0
2026-05-12,3186.0,3188.0,3162.0,3179.0
2026-05-13,3180.0,3194.0,3167.0,3181.0
2026-05-14,3185.0,3196.0,3171.0,3190.0
2026-05-15,3191.0,3197.0,3182.0,3185.0
2026-05-18,3180.0,3212.0,3168.0,3205.0
2026-05-19,3205.0,3220.0,3192.0,3203.0
2026-05-20,3205.0,3228.0,3201.0,3215.0
2026-05-21,3215.0,3232.0,3205.0,3210.0
2026-05-22,3210.0,3226.0,3198.0,3222.0
2026-05-25,3210.0,3218.0,3180.0,3185.0
2026-05-26,3188.0,3229.0,3178.0,3217.0
2026-05-27,3217.0,3239.0,3203.0,3209.0
2026-05-28,3216.0,3220.0,3191.0,3212.0
2026-05-29,3204.0,3238.0,3204.0,3232.0
2026-06-01,3242.0,3350.0,3242.0,3312.0
2026-06-02,3333.0,3333.0,3247.0,3270.0
2026-06-03,3272.0,3298.0,3247.0,3280.0
2026-06-04,3281.0,3295.0,3260.0,3290.0
2026-06-05,3287.0,3330.0,3263.0,3309.0
2026-06-08,3304.0,3333.0,3286.0,3291.0
2026-06-09,3292.0,3322.0,3271.0,3319.0
2026-06-10,3319.0,3322.0,3299.0,3311.0
2026-06-11,3308.0,3330.0,3301.0,3321.0
2026-06-12,3330.0,3374.0,3301.0,3367.0
2026-06-15,3361.0,3409.0,3353.0,3409.0
2026-06-16,3410.0,3426.0,3387.0,3396.0
2026-06-17,3399.0,3399.0,3335.0,3377.0
2026-06-18,3343.0,3384.0,3301.0,3320.0
2026-06-22,3300.0,3315.0,3251.0,3260.0
2026-06-23,3258.0,3305.0,3249.0,3300.0
2026-06-24,3283.0,3355.0,3279.0,3344.0
2026-06-25,3330.0,3343.0,3290.0,3327.0
2026-06-26,3320.0,3350.0,3311.0,3345.0
2026-06-29,3329.0,3384.0,3328.0,3347.0
2026-06-30,3350.0,3365.0,3310.0,3332.0
2026-07-01,3334.0,3334.0,3300.0,3325.0
2026-07-02,3330.0,3339.0,3315.0,3325.0
2026-07-03,3320.0,3350.0,3318.0,3347.0
2026-07-06,3348.0,3384.0,3319.0,3331.0
2026-07-07,3330.0,3335.0,3317.0,3334.0
2026-07-08,3336.0,3363.0,3325.0,3361.0
2026-07-09,3360.0,3393.0,3317.0,3343.0
2026-07-10,3345.0,3382.0,3343.0,3373.0
2026-07-13,3377.0,3377.0,3329.0,3331.0
2026-07-14,3331.0,3335.0,3260.0,3281.0
2026-07-15,3289.0,3337.0,3286.0,3320.0
2026-07-16,3325.0,3329.0,3301.0,3322.0
2026-07-17,3321.0,3329.0,3288.0,3298.0
2026-07-20,3305.0,3306.0,3229.0,3240.0
2026-07-21,3220.0,3266.0,3207.0,3237.0
2026-07-22,3210.0,3257.0,3210.0,3228.0
2026-07-23,3225.0,3263.0,3220.0,3253.0
2026-07-24,3253.0,3261.0,3216.0,3238.0
2026-07-27,3240.0,3248.0,3215.0,3219.0
2026-07-28,3220.0,3232.0,3209.0,3215.0
2026-07-29,3219.0,3233.0,3199.0,3205.0
2026-07-30,3200.0,3209.0,3147.0,3158.0
2026-07-31,3159.0,3172.0,3131.0,3170.0
2026-08-03,3168.0,3202.0,3168.0,3180.0
2026-08-04,3190.0,3190.0,3137.0,3153.0
2026-08-05,3158.0,3176.0,3153.0,3167.0
2026-08-06,3170.0,3175.0,3148.0,3173.0
2026-08-07,3179.0,3201.0,3157.0,3193.0
2026-08-10,3203.0,3206.0,3176.0,3185.0
2026-08-11,3187.0,3191.0,3158.0,3161.0
2026-08-12,3170.0,3196.0,3155.0,3195.0
2026-08-13,3195.0,3216.0,3189.0,3213.0
2026-08-14,3220.0,3244.0,3203.0,3215.0
2026-08-17,3220.0,3240.0,3200.0,3202.0
2026-08-18,3210.0,3213.0,3118.0,3193.0
2026-08-19,3190.0,3208.0,3171.0,3185.0
2026-08-20,3181.0,3197.0,3173.0,3189.0
2026-08-21,3188.0,3198.0,3159.0,3170.0
2026-08-24,3172.0,3187.0,3146.0,3147.0
2026-08-25,3152.0,3153.0,3094.0,3150.0
2026-08-26,3150.0,3177.0,3140.0,3170.0
2026-08-27,3172.0,3172.0,3145.0,3161.0
2026-08-28,3159.0,3180.0,3149.0,3176.0
2026-08-31,3177.0,3185.0,3154.0,3170.0
2026-09-01,3171.0,3174.0,3139.0,3154.0
2026-09-02,3156.0,3164.0,3123.0,3163.0
2026-09-03,3150.0,3181.0,3150.0,3175.0
2026-09-04,3180.0,3190.0,3160.0,3164.0
2026-09-07,3164.0,3174.0,3138.0,3169.0
2026-09-08,3169.0,3180.0,3135.0,3142.0
2026-09-09,3149.0,3156.0,3141.0,3146.0
